Genus,Species,Strain,Fasta,FastaFolder,Fastq,FastqFolder,ReferenceGenome,Kingdom,Phylum,Class,Order,Family,file,type
Klebsiella,pneumoniae,NTUH-K2044,K_pneumoniae_NTUHK2044,bacteria/klebsiella/pneumoniae/NTUHK2044,MM108,1_BACTERIA/Mix_bacteria,GCA_000009885.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/pairs/K_pneumoniae_NTUHK2044_MM108.pairs,pairs
Klebsiella,pneumoniae,NTUH-K2044,K_pneumoniae_NTUHK2044,bacteria/klebsiella/pneumoniae/NTUHK2044,MM108,1_BACTERIA/Mix_bacteria,GCA_000009885.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/macrodomains/K_pneumoniae_NTUHK2044_MM108_macrodomains.bed,macrodomains
Klebsiella,pneumoniae,NTUH-K2044,K_pneumoniae_NTUHK2044,bacteria/klebsiella/pneumoniae/NTUHK2044,MM108,1_BACTERIA/Mix_bacteria,GCA_000009885.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/DI/K_pneumoniae_NTUHK2044_MM108_DI.bed,DI
Klebsiella,pneumoniae,NTUH-K2044,K_pneumoniae_NTUHK2044,bacteria/klebsiella/pneumoniae/NTUHK2044,MM108,1_BACTERIA/Mix_bacteria,GCA_000009885.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/insulation/K_pneumoniae_NTUHK2044_MM108_insulation.bed,insulation
Klebsiella,pneumoniae,NTUH-K2044,K_pneumoniae_NTUHK2044,bacteria/klebsiella/pneumoniae/NTUHK2044,MM108,1_BACTERIA/Mix_bacteria,GCA_000009885.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/borders/K_pneumoniae_NTUHK2044_MM108_borders.bed,borders
Klebsiella,pneumoniae,NTUH-K2044,K_pneumoniae_NTUHK2044,bacteria/klebsiella/pneumoniae/NTUHK2044,MM108,1_BACTERIA/Mix_bacteria,GCA_000009885.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,results/chromosight/K_pneumoniae_NTUHK2044_MM108_loops.tsv,chromosight
Legionella,pneumophila,Paris,L_pneumophila_Paris,bacteria/legionella/pneumophila/Paris,MM108,1_BACTERIA/Mix_bacteria,GCA_000048645.1,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,ref/L_pneumophila_Paris.fa,assembly
Legionella,pneumophila,Paris,L_pneumophila_Paris,bacteria/legionella/pneumophila/Paris,MM108,1_BACTERIA/Mix_bacteria,GCA_000048645.1,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,results/cool/L_pneumophila_Paris_MM108.mcool,cool
Legionella,pneumophila,Paris,L_pneumophila_Paris,bacteria/legionella/pneumophila/Paris,MM108,1_BACTERIA/Mix_bacteria,GCA_000048645.1,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,results/distance_law/L_pneumophila_Paris_MM108_distance_law.csv,distance_law
Legionella,pneumophila,Paris,L_pneumophila_Paris,bacteria/legionella/pneumophila/Paris,MM108,1_BACTERIA/Mix_bacteria,GCA_000048645.1,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,results/pairs/L_pneumophila_Paris_MM108.pairs,pairs
Legionella,pneumophila,Paris,L_pneumophila_Paris,bacteria/legionella/pneumophila/Paris,MM108,1_BACTERIA/Mix_bacteria,GCA_000048645.1,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,results/macrodomains/L_pneumophila_Paris_MM108_macrodomains.bed,macrodomains
Legionella,pneumophila,Paris,L_pneumophila_Paris,bacteria/legionella/pneumophila/Paris,MM108,1_BACTERIA/Mix_bacteria,GCA_000048645.1,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,results/DI/L_pneumophila_Paris_MM108_DI.bed,DI
Legionella,pneumophila,Paris,L_pneumophila_Paris,bacteria/legionella/pneumophila/Paris,MM108,1_BACTERIA/Mix_bacteria,GCA_000048645.1,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,results/insulation/L_pneumophila_Paris_MM108_insulation.bed,insulation
Legionella,pneumophila,Paris,L_pneumophila_Paris,bacteria/legionella/pneumophila/Paris,MM108,1_BACTERIA/Mix_bacteria,GCA_000048645.1,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,results/borders/L_pneumophila_Paris_MM108_borders.bed,borders
Legionella,pneumophila,Paris,L_pneumophila_Paris,bacteria/legionella/pneumophila/Paris,MM108,1_BACTERIA/Mix_bacteria,GCA_000048645.1,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,results/chromosight/L_pneumophila_Paris_MM108_loops.tsv,chromosight
Leptospira,biflexa,Patoc 1 (Paris),L_biflexa_Patoc1,bacteria/leptospira/biflexa/Patoc1,MM116,1_BACTERIA/Mix_bacteria,GCA_000017685.1,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,ref/L_biflexa_Patoc1.fa,assembly
Leptospira,biflexa,Patoc 1 (Paris),L_biflexa_Patoc1,bacteria/leptospira/biflexa/Patoc1,MM116,1_BACTERIA/Mix_bacteria,GCA_000017685.1,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,results/cool/L_biflexa_Patoc1_MM116.mcool,cool
Leptospira,biflexa,Patoc 1 (Paris),L_biflexa_Patoc1,bacteria/leptospira/biflexa/Patoc1,MM116,1_BACTERIA/Mix_bacteria,GCA_000017685.1,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,results/distance_law/L_biflexa_Patoc1_MM116_distance_law.csv,distance_law
Leptospira,biflexa,Patoc 1 (Paris),L_biflexa_Patoc1,bacteria/leptospira/biflexa/Patoc1,MM116,1_BACTERIA/Mix_bacteria,GCA_000017685.1,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,results/pairs/L_biflexa_Patoc1_MM116.pairs,pairs
Leptospira,biflexa,Patoc 1 (Paris),L_biflexa_Patoc1,bacteria/leptospira/biflexa/Patoc1,MM116,1_BACTERIA/Mix_bacteria,GCA_000017685.1,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,results/macrodomains/L_biflexa_Patoc1_MM116_macrodomains.bed,macrodomains
Leptospira,biflexa,Patoc 1 (Paris),L_biflexa_Patoc1,bacteria/leptospira/biflexa/Patoc1,MM116,1_BACTERIA/Mix_bacteria,GCA_000017685.1,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,results/DI/L_biflexa_Patoc1_MM116_DI.bed,DI
Leptospira,biflexa,Patoc 1 (Paris),L_biflexa_Patoc1,bacteria/leptospira/biflexa/Patoc1,MM116,1_BACTERIA/Mix_bacteria,GCA_000017685.1,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,results/insulation/L_biflexa_Patoc1_MM116_insulation.bed,insulation
Leptospira,biflexa,Patoc 1 (Paris),L_biflexa_Patoc1,bacteria/leptospira/biflexa/Patoc1,MM116,1_BACTERIA/Mix_bacteria,GCA_000017685.1,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,results/borders/L_biflexa_Patoc1_MM116_borders.bed,borders
Leptospira,biflexa,Patoc 1 (Paris),L_biflexa_Patoc1,bacteria/leptospira/biflexa/Patoc1,MM116,1_BACTERIA/Mix_bacteria,GCA_000017685.1,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,results/chromosight/L_biflexa_Patoc1_MM116_loops.tsv,chromosight
Leptospira,interrogans,NA,L_interrogans_FDAARGOS203,bacteria/leptospira/interrogans/FDAARGOS203,CC405,1_BACTERIA/Leptospira_interrogans,GCA_002073495.2,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,ref/L_interrogans_FDAARGOS203.fa,assembly
Leptospira,interrogans,NA,L_interrogans_FDAARGOS203,bacteria/leptospira/interrogans/FDAARGOS203,CC405,1_BACTERIA/Leptospira_interrogans,GCA_002073495.2,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,results/cool/L_interrogans_FDAARGOS203_CC405.mcool,cool
Leptospira,interrogans,NA,L_interrogans_FDAARGOS203,bacteria/leptospira/interrogans/FDAARGOS203,CC405,1_BACTERIA/Leptospira_interrogans,GCA_002073495.2,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,results/distance_law/L_interrogans_FDAARGOS203_CC405_distance_law.csv,distance_law
Leptospira,interrogans,NA,L_interrogans_FDAARGOS203,bacteria/leptospira/interrogans/FDAARGOS203,CC405,1_BACTERIA/Leptospira_interrogans,GCA_002073495.2,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,results/pairs/L_interrogans_FDAARGOS203_CC405.pairs,pairs
Leptospira,interrogans,NA,L_interrogans_FDAARGOS203,bacteria/leptospira/interrogans/FDAARGOS203,CC405,1_BACTERIA/Leptospira_interrogans,GCA_002073495.2,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,results/macrodomains/L_interrogans_FDAARGOS203_CC405_macrodomains.bed,macrodomains
Leptospira,interrogans,NA,L_interrogans_FDAARGOS203,bacteria/leptospira/interrogans/FDAARGOS203,CC405,1_BACTERIA/Leptospira_interrogans,GCA_002073495.2,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,results/DI/L_interrogans_FDAARGOS203_CC405_DI.bed,DI
Leptospira,interrogans,NA,L_interrogans_FDAARGOS203,bacteria/leptospira/interrogans/FDAARGOS203,CC405,1_BACTERIA/Leptospira_interrogans,GCA_002073495.2,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,results/insulation/L_interrogans_FDAARGOS203_CC405_insulation.bed,insulation
Leptospira,interrogans,NA,L_interrogans_FDAARGOS203,bacteria/leptospira/interrogans/FDAARGOS203,CC405,1_BACTERIA/Leptospira_interrogans,GCA_002073495.2,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,results/borders/L_interrogans_FDAARGOS203_CC405_borders.bed,borders
Leptospira,interrogans,NA,L_interrogans_FDAARGOS203,bacteria/leptospira/interrogans/FDAARGOS203,CC405,1_BACTERIA/Leptospira_interrogans,GCA_002073495.2,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,results/chromosight/L_interrogans_FDAARGOS203_CC405_loops.tsv,chromosight
Limosilactobacillus,reuteri,I49,L_reuteri,metagenomics/OligoMM12,MM83,2_METAG/OMM,GCA_016697045.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Lactobacillaceae,ref/L_reuteri.fa,assembly
Limosilactobacillus,reuteri,I49,L_reuteri,metagenomics/OligoMM12,MM83,2_METAG/OMM,GCA_016697045.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Lactobacillaceae,results/cool/L_reuteri_MM83.mcool,cool
Limosilactobacillus,reuteri,I49,L_reuteri,metagenomics/OligoMM12,MM83,2_METAG/OMM,GCA_016697045.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Lactobacillaceae,results/distance_law/L_reuteri_MM83_distance_law.csv,distance_law
Limosilactobacillus,reuteri,I49,L_reuteri,metagenomics/OligoMM12,MM83,2_METAG/OMM,GCA_016697045.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Lactobacillaceae,results/pairs/L_reuteri_MM83.pairs,pairs
Limosilactobacillus,reuteri,I49,L_reuteri,metagenomics/OligoMM12,MM83,2_METAG/OMM,GCA_016697045.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Lactobacillaceae,results/macrodomains/L_reuteri_MM83_macrodomains.bed,macrodomains
Limosilactobacillus,reuteri,I49,L_reuteri,metagenomics/OligoMM12,MM83,2_METAG/OMM,GCA_016697045.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Lactobacillaceae,results/DI/L_reuteri_MM83_DI.bed,DI
Limosilactobacillus,reuteri,I49,L_reuteri,metagenomics/OligoMM12,MM83,2_METAG/OMM,GCA_016697045.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Lactobacillaceae,results/insulation/L_reuteri_MM83_insulation.bed,insulation
Limosilactobacillus,reuteri,I49,L_reuteri,metagenomics/OligoMM12,MM83,2_METAG/OMM,GCA_016697045.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Lactobacillaceae,results/borders/L_reuteri_MM83_borders.bed,borders
Limosilactobacillus,reuteri,I49,L_reuteri,metagenomics/OligoMM12,MM83,2_METAG/OMM,GCA_016697045.1,Bacteria,Firmicutes,Bacilli,Lactobacilales,Lactobacillaceae,results/chromosight/L_reuteri_MM83_loops.tsv,chromosight
Listeria,monocytogenes,EGD,L_monocytogenes_EGD,bacteria/listeria/monocytogenes/EGD,MM155,1_BACTERIA/Mix_bacteria,GCA_000582845.2,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,ref/L_monocytogenes_EGD.fa,assembly
Listeria,monocytogenes,EGD,L_monocytogenes_EGD,bacteria/listeria/monocytogenes/EGD,MM155,1_BACTERIA/Mix_bacteria,GCA_000582845.2,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,results/cool/L_monocytogenes_EGD_MM155.mcool,cool
Listeria,monocytogenes,EGD,L_monocytogenes_EGD,bacteria/listeria/monocytogenes/EGD,MM155,1_BACTERIA/Mix_bacteria,GCA_000582845.2,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,results/distance_law/L_monocytogenes_EGD_MM155_distance_law.csv,distance_law
Listeria,monocytogenes,EGD,L_monocytogenes_EGD,bacteria/listeria/monocytogenes/EGD,MM155,1_BACTERIA/Mix_bacteria,GCA_000582845.2,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,results/pairs/L_monocytogenes_EGD_MM155.pairs,pairs
Listeria,monocytogenes,EGD,L_monocytogenes_EGD,bacteria/listeria/monocytogenes/EGD,MM155,1_BACTERIA/Mix_bacteria,GCA_000582845.2,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,results/macrodomains/L_monocytogenes_EGD_MM155_macrodomains.bed,macrodomains
Listeria,monocytogenes,EGD,L_monocytogenes_EGD,bacteria/listeria/monocytogenes/EGD,MM155,1_BACTERIA/Mix_bacteria,GCA_000582845.2,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,results/DI/L_monocytogenes_EGD_MM155_DI.bed,DI
Listeria,monocytogenes,EGD,L_monocytogenes_EGD,bacteria/listeria/monocytogenes/EGD,MM155,1_BACTERIA/Mix_bacteria,GCA_000582845.2,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,results/insulation/L_monocytogenes_EGD_MM155_insulation.bed,insulation
Listeria,monocytogenes,EGD,L_monocytogenes_EGD,bacteria/listeria/monocytogenes/EGD,MM155,1_BACTERIA/Mix_bacteria,GCA_000582845.2,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,results/borders/L_monocytogenes_EGD_MM155_borders.bed,borders
Listeria,monocytogenes,EGD,L_monocytogenes_EGD,bacteria/listeria/monocytogenes/EGD,MM155,1_BACTERIA/Mix_bacteria,GCA_000582845.2,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,results/chromosight/L_monocytogenes_EGD_MM155_loops.tsv,chromosight
Muribaculum,intestinale,YL27,M_intestinale,metagenomics/OligoMM12,MM20,2_METAG/OMM,GCA_016696845.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,ref/M_intestinale.fa,assembly
Muribaculum,intestinale,YL27,M_intestinale,metagenomics/OligoMM12,MM20,2_METAG/OMM,GCA_016696845.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,results/cool/M_intestinale_MM20.mcool,cool
Muribaculum,intestinale,YL27,M_intestinale,metagenomics/OligoMM12,MM20,2_METAG/OMM,GCA_016696845.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,results/distance_law/M_intestinale_MM20_distance_law.csv,distance_law
Muribaculum,intestinale,YL27,M_intestinale,metagenomics/OligoMM12,MM20,2_METAG/OMM,GCA_016696845.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,results/pairs/M_intestinale_MM20.pairs,pairs
Muribaculum,intestinale,YL27,M_intestinale,metagenomics/OligoMM12,MM20,2_METAG/OMM,GCA_016696845.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,results/macrodomains/M_intestinale_MM20_macrodomains.bed,macrodomains
Muribaculum,intestinale,YL27,M_intestinale,metagenomics/OligoMM12,MM20,2_METAG/OMM,GCA_016696845.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,results/DI/M_intestinale_MM20_DI.bed,DI
Muribaculum,intestinale,YL27,M_intestinale,metagenomics/OligoMM12,MM20,2_METAG/OMM,GCA_016696845.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,results/insulation/M_intestinale_MM20_insulation.bed,insulation
Muribaculum,intestinale,YL27,M_intestinale,metagenomics/OligoMM12,MM20,2_METAG/OMM,GCA_016696845.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,results/borders/M_intestinale_MM20_borders.bed,borders
Muribaculum,intestinale,YL27,M_intestinale,metagenomics/OligoMM12,MM20,2_METAG/OMM,GCA_016696845.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,results/chromosight/M_intestinale_MM20_loops.tsv,chromosight
Mycobacterium,tuberculosis,H37Rv,M_tuberculosis_H37Rv,bacteria/mycobacterium/tuberculosis/H37Rv,MM117,1_BACTERIA/Mix_bacteria,GCA_000195955.2,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Mycobacteriaceae,ref/M_tuberculosis_H37Rv.fa,assembly
Mycobacterium,tuberculosis,H37Rv,M_tuberculosis_H37Rv,bacteria/mycobacterium/tuberculosis/H37Rv,MM117,1_BACTERIA/Mix_bacteria,GCA_000195955.2,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Mycobacteriaceae,results/cool/M_tuberculosis_H37Rv_MM117.mcool,cool
Mycobacterium,tuberculosis,H37Rv,M_tuberculosis_H37Rv,bacteria/mycobacterium/tuberculosis/H37Rv,MM117,1_BACTERIA/Mix_bacteria,GCA_000195955.2,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Mycobacteriaceae,results/distance_law/M_tuberculosis_H37Rv_MM117_distance_law.csv,distance_law
Mycobacterium,tuberculosis,H37Rv,M_tuberculosis_H37Rv,bacteria/mycobacterium/tuberculosis/H37Rv,MM117,1_BACTERIA/Mix_bacteria,GCA_000195955.2,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Mycobacteriaceae,results/pairs/M_tuberculosis_H37Rv_MM117.pairs,pairs
Mycobacterium,tuberculosis,H37Rv,M_tuberculosis_H37Rv,bacteria/mycobacterium/tuberculosis/H37Rv,MM117,1_BACTERIA/Mix_bacteria,GCA_000195955.2,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Mycobacteriaceae,results/macrodomains/M_tuberculosis_H37Rv_MM117_macrodomains.bed,macrodomains
Mycobacterium,tuberculosis,H37Rv,M_tuberculosis_H37Rv,bacteria/mycobacterium/tuberculosis/H37Rv,MM117,1_BACTERIA/Mix_bacteria,GCA_000195955.2,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Mycobacteriaceae,results/DI/M_tuberculosis_H37Rv_MM117_DI.bed,DI
Mycobacterium,tuberculosis,H37Rv,M_tuberculosis_H37Rv,bacteria/mycobacterium/tuberculosis/H37Rv,MM117,1_BACTERIA/Mix_bacteria,GCA_000195955.2,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Mycobacteriaceae,results/insulation/M_tuberculosis_H37Rv_MM117_insulation.bed,insulation
Mycobacterium,tuberculosis,H37Rv,M_tuberculosis_H37Rv,bacteria/mycobacterium/tuberculosis/H37Rv,MM117,1_BACTERIA/Mix_bacteria,GCA_000195955.2,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Mycobacteriaceae,results/borders/M_tuberculosis_H37Rv_MM117_borders.bed,borders
Mycobacterium,tuberculosis,H37Rv,M_tuberculosis_H37Rv,bacteria/mycobacterium/tuberculosis/H37Rv,MM117,1_BACTERIA/Mix_bacteria,GCA_000195955.2,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Mycobacteriaceae,results/chromosight/M_tuberculosis_H37Rv_MM117_loops.tsv,chromosight
Mycolicibacterium,smegmatis,NA,M_smegmatis,NA,MM155,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Mycobacteriaceae,ref/M_smegmatis.fa,assembly
Mycolicibacterium,smegmatis,NA,M_smegmatis,NA,MM155,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Mycobacteriaceae,results/cool/M_smegmatis_MM155.mcool,cool
Mycolicibacterium,smegmatis,NA,M_smegmatis,NA,MM155,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Mycobacteriaceae,results/distance_law/M_smegmatis_MM155_distance_law.csv,distance_law
Mycolicibacterium,smegmatis,NA,M_smegmatis,NA,MM155,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Mycobacteriaceae,results/pairs/M_smegmatis_MM155.pairs,pairs
Mycolicibacterium,smegmatis,NA,M_smegmatis,NA,MM155,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Mycobacteriaceae,results/macrodomains/M_smegmatis_MM155_macrodomains.bed,macrodomains
Mycolicibacterium,smegmatis,NA,M_smegmatis,NA,MM155,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Mycobacteriaceae,results/DI/M_smegmatis_MM155_DI.bed,DI
Mycolicibacterium,smegmatis,NA,M_smegmatis,NA,MM155,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Mycobacteriaceae,results/insulation/M_smegmatis_MM155_insulation.bed,insulation
Mycolicibacterium,smegmatis,NA,M_smegmatis,NA,MM155,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Mycobacteriaceae,results/borders/M_smegmatis_MM155_borders.bed,borders
Mycolicibacterium,smegmatis,NA,M_smegmatis,NA,MM155,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Mycobacteriaceae,results/chromosight/M_smegmatis_MM155_loops.tsv,chromosight
Nocardia,farcinica,NCTC11134,Nocardia_farcinica_NCTC11134,bacteria/nocardia/farcinica/NCTC11134,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Nocardiaceae,ref/Nocardia_farcinica_NCTC11134.fa,assembly
Nocardia,farcinica,NCTC11134,Nocardia_farcinica_NCTC11134,bacteria/nocardia/farcinica/NCTC11134,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Nocardiaceae,results/cool/Nocardia_farcinica_NCTC11134_MM260.mcool,cool
Nocardia,farcinica,NCTC11134,Nocardia_farcinica_NCTC11134,bacteria/nocardia/farcinica/NCTC11134,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Nocardiaceae,results/distance_law/Nocardia_farcinica_NCTC11134_MM260_distance_law.csv,distance_law
Nocardia,farcinica,NCTC11134,Nocardia_farcinica_NCTC11134,bacteria/nocardia/farcinica/NCTC11134,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Nocardiaceae,results/pairs/Nocardia_farcinica_NCTC11134_MM260.pairs,pairs
Nocardia,farcinica,NCTC11134,Nocardia_farcinica_NCTC11134,bacteria/nocardia/farcinica/NCTC11134,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Nocardiaceae,results/macrodomains/Nocardia_farcinica_NCTC11134_MM260_macrodomains.bed,macrodomains
Nocardia,farcinica,NCTC11134,Nocardia_farcinica_NCTC11134,bacteria/nocardia/farcinica/NCTC11134,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Nocardiaceae,results/DI/Nocardia_farcinica_NCTC11134_MM260_DI.bed,DI
Nocardia,farcinica,NCTC11134,Nocardia_farcinica_NCTC11134,bacteria/nocardia/farcinica/NCTC11134,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Nocardiaceae,results/insulation/Nocardia_farcinica_NCTC11134_MM260_insulation.bed,insulation
Nocardia,farcinica,NCTC11134,Nocardia_farcinica_NCTC11134,bacteria/nocardia/farcinica/NCTC11134,MM260,1_BACTERIA/Mix_bacteria,NA,Bacteria,Actinobacteria,Actinomycetes,Mycobacteriales,Nocardiaceae,results/chromosight/Nocardia_farcinica_NCTC11134_MM260_loops.tsv,chromosight
Paracoccus,aminophilus,JCM 7686,P_aminophilus_JCM7686_VJ,bacteria/paracoccus/aminophilus/JCM7686,MM259,1_BACTERIA/Mix_bacteria,GCA_000444995.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,ref/P_aminophilus_JCM7686_VJ.fa,assembly
Paracoccus,aminophilus,JCM 7686,P_aminophilus_JCM7686_VJ,bacteria/paracoccus/aminophilus/JCM7686,MM259,1_BACTERIA/Mix_bacteria,GCA_000444995.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/cool/P_aminophilus_JCM7686_VJ_MM259.mcool,cool
Paracoccus,aminophilus,JCM 7686,P_aminophilus_JCM7686_VJ,bacteria/paracoccus/aminophilus/JCM7686,MM259,1_BACTERIA/Mix_bacteria,GCA_000444995.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/distance_law/P_aminophilus_JCM7686_VJ_MM259_distance_law.csv,distance_law
Paracoccus,aminophilus,JCM 7686,P_aminophilus_JCM7686_VJ,bacteria/paracoccus/aminophilus/JCM7686,MM259,1_BACTERIA/Mix_bacteria,GCA_000444995.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/pairs/P_aminophilus_JCM7686_VJ_MM259.pairs,pairs
Paracoccus,aminophilus,JCM 7686,P_aminophilus_JCM7686_VJ,bacteria/paracoccus/aminophilus/JCM7686,MM259,1_BACTERIA/Mix_bacteria,GCA_000444995.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/macrodomains/P_aminophilus_JCM7686_VJ_MM259_macrodomains.bed,macrodomains
Paracoccus,aminophilus,JCM 7686,P_aminophilus_JCM7686_VJ,bacteria/paracoccus/aminophilus/JCM7686,MM259,1_BACTERIA/Mix_bacteria,GCA_000444995.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,results/DI/P_aminophilus_JCM7686_VJ_MM259_DI.bed,DI
